customer_id,customer_name,recency,frequency,monetary,avg_discount,avg_profit,total_quantity,last_order_date,r_score,f_score,m_score,rfm_total,rfm_score,rfm_segment
RF-198402,Roy Französisch,20,7,7357,0.036538461538461534,65.44638461538462,104,2014-12-12,4,4,4,12,444,VIP Customers
JW-160751,Julia West,2,9,7352,0.17095238095238094,5.647071428571427,75,2014-12-30,4,4,4,12,444,VIP Customers
DW-131951,David Wiener,7,13,7327,0.1096,60.691284,88,2014-12-25,4,4,4,12,444,VIP Customers
IM-150702,Irene Maddox,41,9,7327,0.14038461538461539,-30.57842307692308,115,2014-11-21,4,4,4,12,444,VIP Customers
BM-116504,Brian Moss,34,11,7293,0.08448275862068966,75.83717586206896,95,2014-11-28,4,4,4,12,444,VIP Customers
AH-100751,Adam Hart,3,9,7291,0.14588235294117646,-54.63926470588235,73,2014-12-29,4,4,4,12,444,VIP Customers
DC-132853,Debra Catini,19,11,7248,0.14822222222222223,26.59905185185185,93,2014-12-13,4,4,4,12,444,VIP Customers
LT-167651,Larry Tron,7,10,7225,0.056666666666666664,60.330799999999996,55,2014-12-25,4,4,4,12,444,VIP Customers
PS-190453,Penelope Sewall,21,8,7221,0.18571428571428572,43.645809523809525,75,2014-12-11,4,4,4,12,444,VIP Customers
KA-165252,Kelly Andreada,17,9,7125,0.115625,-43.7000625,58,2014-12-15,4,4,4,12,444,VIP Customers
AO-108101,Anthony O'Donnell,37,12,7085,0.22772727272727272,-4.043154545454544,84,2014-11-25,4,4,4,12,444,VIP Customers
AR-103452,Alex Russell,30,9,7043,0.23125,48.2265,61,2014-12-02,4,4,4,12,444,VIP Customers
AH-102103,Alan Hwang,8,12,7031,0.17508333333333334,45.03531999999999,106,2014-12-24,4,4,4,12,444,VIP Customers
FH-143654,Fred Hopkins,6,8,6989,0.13846153846153847,157.71404615384614,52,2014-12-26,4,4,4,12,444,VIP Customers
MC-178451,Michael Chen,9,10,6969,0.2814285714285714,-5.911071428571428,52,2014-12-23,4,4,4,12,444,VIP Customers
MG-176951,Maureen Gnade,1,11,6960,0.15388888888888888,105.86593333333332,83,2014-12-31,4,4,4,12,444,VIP Customers
GD-145901,Giulietta Dortch,13,9,6939,0.1535294117647059,57.26878235294117,71,2014-12-19,4,4,4,12,444,VIP Customers
RP-193901,Resi Pölking,16,7,6918,0.275,-8.095416666666667,67,2014-12-16,4,4,4,12,444,VIP Customers
RF-197351,Roland Fjeld,2,8,6855,0.2394736842105263,-31.665173684210526,71,2014-12-30,4,4,4,12,444,VIP Customers
Co-126401,Corey-Lock,5,8,6813,0.07629629629629629,41.03017777777778,93,2014-12-27,4,4,4,12,444,VIP Customers
VW-217751,Victoria Wilson,35,11,6792,0.1834782608695652,37.11440869565217,84,2014-11-27,4,4,4,12,444,VIP Customers
BB-115454,Brenda Bowman,29,9,6767,0.195,50.75375,83,2014-12-03,4,4,4,12,444,VIP Customers
GH-144102,Gary Hansen,21,13,6755,0.032,37.38114,102,2014-12-11,4,4,4,12,444,VIP Customers
YS-218804,Yana Sorensen,10,8,6722,0.05000000000000001,148.191025,58,2014-12-22,4,4,4,12,444,VIP Customers
AS-100452,Aaron Smayling,24,13,6708,0.07200000000000001,16.87716,95,2014-12-08,4,4,4,12,444,VIP Customers
LA-167802,Laura Armstrong,14,9,6678,0.07142857142857142,50.181,90,2014-12-18,4,4,4,12,444,VIP Customers
JW-152202,Jane Waco,15,12,6622,0.16428571428571428,29.637857142857143,72,2014-12-17,4,4,4,12,444,VIP Customers
BS-113653,Bill Shonely,26,12,6543,0.06690909090909092,36.839938181818184,113,2014-12-06,4,4,4,12,444,VIP Customers
RP-192701,Rachel Payne,8,11,6542,0.284,54.926085,77,2014-12-24,4,4,4,12,444,VIP Customers
DR-128804,Dan Reichenbach,4,9,6527,0.13333333333333333,68.4108875,103,2014-12-28,4,4,4,12,444,VIP Customers
TH-212352,Tiffany House,9,8,6523,0.016666666666666666,99.579,57,2014-12-23,4,4,4,12,444,VIP Customers
MM-180552,Michelle Moray,16,10,6490,0.061764705882352944,113.55635294117647,59,2014-12-16,4,4,4,12,444,VIP Customers
OT-187301,Olvera Toch,34,11,6463,0.1219047619047619,71.06601428571427,84,2014-11-28,4,4,4,12,444,VIP Customers
DA-134503,Dianna Arnett,14,8,6447,0.07171428571428572,-8.856888571428568,58,2014-12-18,4,4,4,12,444,VIP Customers
AB-101652,Alan Barnes,14,11,6437,0.038636363636363635,60.12695454545454,99,2014-12-18,4,4,4,12,444,VIP Customers
NF-184752,Neil Französisch,7,8,6407,0.12777777777777777,96.05033333333333,61,2014-12-25,4,4,4,12,444,VIP Customers
JG-151604,James Galang,2,11,6366,0.1111111111111111,78.64813333333333,70,2014-12-30,4,4,4,12,444,VIP Customers
SH-206352,Stefanie Holloman,31,8,6349,0.11071428571428572,89.62875,61,2014-12-01,4,4,4,12,444,VIP Customers
ML-174101,Maris LaWare,34,11,6342,0.23684210526315788,14.403963157894733,53,2014-11-28,4,4,4,12,444,VIP Customers
GH-144252,Gary Hwang,20,11,6292,0.0642857142857143,20.165839285714288,105,2014-12-12,4,4,4,12,444,VIP Customers
BH-117104,Brosina Hoffman,24,8,6256,0.18333333333333335,33.449575,97,2014-12-08,4,4,4,12,444,VIP Customers
TT-210701,Ted Trevino,15,9,6180,0.21368421052631578,25.64775789473684,68,2014-12-17,4,4,4,12,444,VIP Customers
LH-167503,Larry Hughes,13,13,6172,0.2069655172413793,15.75224827586207,102,2014-12-19,4,4,4,12,444,VIP Customers
TA-213852,Tom Ashbrook,27,9,6160,0.027083333333333334,54.935125,86,2014-12-05,4,4,4,12,444,VIP Customers
WB-218504,William Brown,21,11,6159,0.20540540540540542,19.30624594594595,146,2014-12-11,4,4,4,12,444,VIP Customers
VW-217754,Victoria Wilson,29,10,6135,0.1611111111111111,-48.59247222222222,77,2014-12-03,4,4,4,12,444,VIP Customers
QJ-192554,Quincy Jones,26,9,6111,0.12307692307692308,92.59052307692308,61,2014-12-06,4,4,4,12,444,VIP Customers
AD-101804,Alan Dominguez,30,8,6106,0.05833333333333333,155.82745000000003,40,2014-12-02,4,4,4,12,444,VIP Customers
JB-159251,Joni Blumstein,10,8,6083,0.09,24.31601052631579,78,2014-12-22,4,4,4,12,444,VIP Customers
KB-164051,Katrina Bavinger,20,11,6075,0.26,42.72678260869565,73,2014-12-12,4,4,4,12,444,VIP Customers
TP-211303,Theone Pippenger,22,11,6028,0.06020000000000001,52.617434,68,2014-12-10,4,4,4,12,444,VIP Customers
SC-203804,Shahid Collister,31,9,5994,0.19,11.833075000000001,80,2014-12-01,4,4,4,12,444,VIP Customers
PW-190302,Pauline Webber,8,8,5988,0.08,60.04019999999999,83,2014-12-24,4,4,4,12,444,VIP Customers
JG-153101,Jason Gross,20,8,5932,0.08777777777777779,76.56655,87,2014-12-12,4,4,4,12,444,VIP Customers
SR-207402,Steven Roelle,24,8,5929,0.05357142857142857,91.37142857142858,52,2014-12-08,4,4,4,12,444,VIP Customers
AG-107653,Anthony Garverick,29,13,5913,0.13341666666666666,43.958416666666665,117,2014-12-03,4,4,4,12,444,VIP Customers
BF-111704,Ben Ferrer,17,11,5909,0.12222222222222223,56.97084074074074,102,2014-12-15,4,4,4,12,444,VIP Customers
DM-130151,Darrin Martin,6,10,5904,0.16533333333333333,-2.3576800000000007,73,2014-12-26,4,4,4,12,444,VIP Customers
LS-172301,Lycoris Saunders,5,9,5888,0.14814814814814814,40.394444444444446,82,2014-12-27,4,4,4,12,444,VIP Customers
CC-124303,Chuck Clark,7,9,5878,0.1685263157894737,60.05534526315789,77,2014-12-25,4,4,4,12,444,VIP Customers
MZ-173353,Maria Zettner,37,9,5854,0.10666666666666667,78.46906666666668,60,2014-11-25,4,4,4,12,444,VIP Customers
WB-218501,William Brown,24,10,5795,0.052000000000000005,58.44516,65,2014-12-08,4,4,4,12,444,VIP Customers
BS-116653,Brian Stugart,37,8,5789,0.08750000000000001,131.14125,73,2014-11-25,4,4,4,12,444,VIP Customers
TS-216102,Troy Staebel,21,8,5779,0.185,15.395099999999996,70,2014-12-11,4,4,4,12,444,VIP Customers
KA-165251,Kelly Andreada,30,12,5763,0.10225806451612902,47.84446451612903,102,2014-12-02,4,4,4,12,444,VIP Customers
EM-139602,Eric Murdock,17,10,5759,0.32,-19.2864,89,2014-12-15,4,4,4,12,444,VIP Customers
AC-106151,Ann Chong,13,11,5753,0.0575,52.229825,100,2014-12-19,4,4,4,12,444,VIP Customers
TB-211753,Thomas Boland,40,10,5722,0.14400000000000002,11.582559999999999,103,2014-11-22,4,4,4,12,444,VIP Customers
BD-113204,Bill Donatelli,34,12,5721,0.07894736842105263,57.605457894736844,75,2014-11-28,4,4,4,12,444,VIP Customers
BN-114703,Brad Norvell,12,9,5710,0.0903,42.112454,87,2014-12-20,4,4,4,12,444,VIP Customers
SW-207552,Steven Ward,16,9,5693,0.1259259259259259,3.8964444444444446,107,2014-12-16,4,4,4,12,444,VIP Customers
CS-122502,Chris Selesnick,27,8,5663,0.05,38.000750000000004,67,2014-12-05,4,4,4,12,444,VIP Customers
MS-173653,Maribeth Schnelling,37,12,5642,0.05000000000000001,61.38016666666667,67,2014-11-25,4,4,4,12,444,VIP Customers
CC-126101,Corey Catlett,17,11,5637,0.06363636363636364,52.65204545454546,86,2014-12-15,4,4,4,12,444,VIP Customers
TS-213401,Toby Swindell,9,9,5635,0.026842105263157896,79.38824210526316,51,2014-12-23,4,4,4,12,444,VIP Customers
RB-197954,Ross Baird,33,8,5633,0.25,-25.651844444444443,92,2014-11-29,4,4,4,12,444,VIP Customers
PN-187751,Parhena Norris,16,9,5619,0.048125,71.80640625,65,2014-12-16,4,4,4,12,444,VIP Customers
DL-134952,Dionis Lloyd,23,8,5618,0.17142857142857143,60.83164285714286,47,2014-12-09,4,4,4,12,444,VIP Customers
EM-141403,Eugene Moren,25,9,5617,0.23624000000000003,13.621334400000002,102,2014-12-07,4,4,4,12,444,VIP Customers
HM-149802,Henry MacAllister,41,9,5605,0.044736842105263165,45.881368421052635,71,2014-11-21,4,4,4,12,444,VIP Customers
MV-174852,Mark Van Huff,17,9,5580,0.135,20.34615,70,2014-12-15,4,4,4,12,444,VIP Customers
DK-129851,Darren Koutras,2,12,5573,0.17285714285714285,22.45964285714286,73,2014-12-30,4,4,4,12,444,VIP Customers
SM-209504,Suzanne McNair,26,12,5563,0.12727272727272726,26.43519090909091,94,2014-12-06,4,4,4,12,444,VIP Customers
RD-194802,Rick Duston,1,7,5552,0.05,94.08634615384615,43,2014-12-31,4,4,4,12,444,VIP Customers
SC-202302,Scot Coram,17,8,5550,0.18125,8.5869375,85,2014-12-15,4,4,4,12,444,VIP Customers
MG-182052,Mitch Gastineau,3,11,5544,0.1075,19.214999999999996,79,2014-12-29,4,4,4,12,444,VIP Customers
RM-193751,Raymond Messe,19,8,5541,0.14363636363636365,29.124054545454545,45,2014-12-13,4,4,4,12,444,VIP Customers
KW-165701,Kelly Williams,23,12,5505,0.10611111111111111,85.4346,58,2014-12-09,4,4,4,12,444,VIP Customers
MH-181154,Mick Hernandez,6,9,5503,0.16818181818181818,7.771572727272729,79,2014-12-26,4,4,4,12,444,VIP Customers
MM-179203,Michael Moore,14,10,5483,0.10833333333333334,33.3635,88,2014-12-18,4,4,4,12,444,VIP Customers
EP-139154,Emily Phan,13,17,5481,0.19741935483870968,4.676058064516129,124,2014-12-19,4,4,4,12,444,VIP Customers
JB-160003,Joy Bell-,2,8,5478,0.15009090909090908,-12.515749090909093,104,2014-12-30,4,4,4,12,444,VIP Customers
SC-207252,Steven Cartwright,13,10,5473,0.11000000000000001,46.0686,92,2014-12-19,4,4,4,12,444,VIP Customers
TR-213251,Toby Ritter,2,7,5454,0.10350000000000001,44.490525,76,2014-12-30,4,4,4,12,444,VIP Customers
NP-186853,Nora Pelletier,15,12,5440,0.09599999999999999,-1.374066666666667,107,2014-12-17,4,4,4,12,444,VIP Customers
PO-188503,Patrick O'Brill,13,10,5390,0.11153846153846153,31.189999999999998,91,2014-12-19,4,4,4,12,444,VIP Customers
TT-214604,Tonja Turnell,13,7,5365,0.1285714285714286,80.32142142857143,48,2014-12-19,4,4,4,12,444,VIP Customers
VP-217301,Victor Preis,41,11,5354,0.14181818181818182,43.14493636363636,77,2014-11-21,4,4,4,12,444,VIP Customers
DS-131803,David Smith,15,13,5338,0.1,19.9334,78,2014-12-17,4,4,4,12,444,VIP Customers
TB-112502,Tim Brockman,9,10,5314,0.24,0.06779999999999972,41,2014-12-23,4,4,4,12,444,VIP Customers
RR-195253,Rick Reed,1,9,5293,0.32173913043478264,-88.2935652173913,108,2014-12-31,4,4,4,12,444,VIP Customers
AA-106451,Anna Andreadi,29,12,5264,0.16,65.7533125,91,2014-12-03,4,4,4,12,444,VIP Customers
BM-111403,Becky Martin,9,12,5250,0.2584166666666667,13.440808333333335,106,2014-12-23,4,4,4,12,444,VIP Customers
BT-113952,Bill Tyler,29,8,5228,0.005,74.06535,77,2014-12-03,4,4,4,12,444,VIP Customers
EH-137651,Edward Hooks,3,8,5217,0.11764705882352941,48.21176470588235,61,2014-12-29,4,4,4,12,444,VIP Customers
KB-163151,Karl Braun,3,8,5181,0.1953333333333333,69.2644,56,2014-12-29,4,4,4,12,444,VIP Customers
RP-193904,Resi Pölking,34,12,5155,0.14800000000000002,18.610011999999998,88,2014-11-28,4,4,4,12,444,VIP Customers
MW-182351,Mitch Willingham,17,8,5128,0.31222222222222223,-74.98211666666666,69,2014-12-15,4,4,4,12,444,VIP Customers
CP-123403,Christine Phan,30,8,5127,0.10495238095238096,6.821584761904763,65,2014-12-02,4,4,4,12,444,VIP Customers
PO-188501,Patrick O'Brill,35,8,5125,0.185,34.57455,62,2014-11-27,4,4,4,12,444,VIP Customers
TG-216402,Trudy Glocke,6,10,5101,0.16666666666666666,40.54,49,2014-12-26,4,4,4,12,444,VIP Customers
MP-181754,Mike Pelletier,17,9,5090,0.15526315789473685,11.918573684210529,78,2014-12-15,4,4,4,12,444,VIP Customers
MB-173052,Maria Bertelson,2,10,5086,0.09411764705882353,44.52370588235294,60,2014-12-30,4,4,4,12,444,VIP Customers
SW-202753,Scott Williamson,22,11,5047,0.26675,29.6019,112,2014-12-10,4,4,4,12,444,VIP Customers
KL-165554,Kelly Lampkin,17,8,5019,0.29545454545454547,-8.30824090909091,84,2014-12-15,4,4,4,12,444,VIP Customers
SW-202452,Scot Wooten,13,7,5017,0.049999999999999996,98.623375,43,2014-12-19,4,4,4,12,444,VIP Customers
KM-162251,Kalyca Meade,1,8,5006,0.22312500000000002,-36.2454,66,2014-12-31,4,4,4,12,444,VIP Customers
ES-140202,Erica Smith,1,11,4999,0.026470588235294117,78.66591176470588,79,2014-12-31,4,4,4,12,444,VIP Customers
LF-171852,Luke Foster,34,8,4989,0.33421052631578946,-5.437736842105264,80,2014-11-28,4,4,4,12,444,VIP Customers
CS-121301,Chad Sievert,12,9,4964,0.285,-22.5519375,51,2014-12-20,4,4,4,12,444,VIP Customers
CJ-120103,Caroline Jumper,40,8,4961,0.1,52.95854545454545,83,2014-11-22,4,4,4,12,444,VIP Customers
HJ-148752,Heather Jas,6,10,4961,0.06052631578947368,66.56092105263158,69,2014-12-26,4,4,4,12,444,VIP Customers
TT-210704,Ted Trevino,32,7,4916,0.1142857142857143,53.71119285714286,66,2014-11-30,4,4,4,12,444,VIP Customers
KM-167204,Kunst Miller,29,8,4910,0.08928571428571429,26.634589285714288,98,2014-12-03,4,4,4,12,444,VIP Customers
EB-139753,Erica Bern,1,13,4883,0.12673333333333334,25.9266,109,2014-12-31,4,4,4,12,444,VIP Customers
SC-204403,Shaun Chance,10,8,4842,0.11776470588235292,22.785315294117648,60,2014-12-22,4,4,4,12,444,VIP Customers
DM-133452,Denise Monton,3,8,4806,0.20588235294117646,-12.534882352941175,80,2014-12-29,4,4,4,12,444,VIP Customers
AH-102104,Alan Hwang,7,9,4805,0.09230769230769233,100.65804615384614,53,2014-12-25,4,4,4,12,444,VIP Customers
DK-132254,Dean Katz,11,9,4802,0.19473684210526318,11.047336842105263,70,2014-12-21,4,4,4,12,444,VIP Customers
RA-199154,Russell Applegate,13,9,4794,0.27954545454545454,13.857604545454546,75,2014-12-19,4,4,4,12,444,VIP Customers
MC-174251,Mark Cousins,24,10,4780,0.13875,59.19241875,54,2014-12-08,4,4,4,12,444,VIP Customers
CB-124153,Christy Brittain,37,8,4766,0.24729411764705886,12.117609411764704,74,2014-11-25,4,4,4,12,444,VIP Customers
CC-126701,Craig Carreira,28,9,4766,0.2175,4.054762499999999,60,2014-12-04,4,4,4,12,444,VIP Customers
RB-194654,Rick Bensley,10,12,4714,0.13478260869565217,27.849852173913042,85,2014-12-22,4,4,4,12,444,VIP Customers
PG-188952,Paul Gonzalez,3,7,4707,0.125,10.33975,72,2014-12-29,4,4,4,12,444,VIP Customers
BD-116352,Brian Derr,13,10,4687,0.16818181818181818,-0.5053636363636357,94,2014-12-19,4,4,4,12,444,VIP Customers
PB-192102,Phillip Breyer,9,10,4684,0.184,42.42564,120,2014-12-23,4,4,4,12,444,VIP Customers
JC-153853,Jenna Caffey,9,11,4676,0.16353333333333336,3.7236640000000003,96,2014-12-23,4,4,4,12,444,VIP Customers
ES-140804,Erin Smith,29,9,4657,0.26,12.333305,77,2014-12-03,4,4,4,12,444,VIP Customers
AB-102553,Alejandro Ballentine,6,9,4644,0.16,20.625066666666665,48,2014-12-26,4,4,4,12,444,VIP Customers
SC-200504,Sample Company A,41,9,4626,0.18666666666666668,67.44962,61,2014-11-21,4,4,4,12,444,VIP Customers
SC-206953,Steve Chapman,10,7,4596,0.18366666666666667,17.451800000000002,61,2014-12-22,4,4,4,12,444,VIP Customers
NS-186402,Noel Staavos,37,10,4581,0.1823529411764706,9.214764705882354,62,2014-11-25,4,4,4,12,444,VIP Customers
PM-189402,Paul MacIntyre,22,7,4564,0.13999999999999999,46.3749,32,2014-12-10,4,4,4,12,444,VIP Customers
AC-104203,Alyssa Crouse,7,9,4561,0.12000000000000001,-43.694133333333326,67,2014-12-25,4,4,4,12,444,VIP Customers
SJ-202152,Sarah Jordon,29,8,4555,0.06666666666666667,51.915166666666664,78,2014-12-03,4,4,4,12,444,VIP Customers
